task_id,task_type,zone,volume_m3,estimated_buckets,weather,operator_id,operator_skill,machine_id,machine_age,estimated_time_min,actual_time_min,start_time
T221,excavation,zone_b,91.1,61,cloudy,OP1001,expert,EXC006,5.3,31.4,37.6,2026-06-05 07:00:00.000000
T222,hauling,zone_b,47.4,32,cloudy,OP1013,intermediate,EXC006,5.3,16.5,54.7,2026-06-05 07:46:25.787038
T223,excavation,zone_b,91.5,61,clear,OP1006,expert,EXC006,5.3,30.5,35.3,2026-06-05 08:48:54.480765
T224,loading,zone_b,117.2,79,cloudy,OP1006,expert,EXC006,5.3,40.7,55.8,2026-06-05 09:35:55.019660
T225,grading,zone_b,137.3,92,cloudy,OP1014,expert,EXC006,5.3,47.4,50.4,2026-06-05 10:42:09.147600
T226,excavation,zone_b,120.5,81,rain,OP1005,novice,EXC006,5.3,46.8,76.2,2026-06-05 11:43:10.886540
T227,hauling,zone_b,66.7,45,clear,OP1014,expert,EXC006,5.3,22.6,59.6,2026-06-05 13:09:15.366643
T228,grading,zone_b,124.0,83,cloudy,OP1011,intermediate,EXC006,5.3,42.7,53.8,2026-06-05 14:16:08.021623
T229,trenching,zone_c,87.7,59,cloudy,OP1005,novice,EXC007,1.0,30.4,58.3,2026-06-05 07:00:00.000000
T230,loading,zone_c,82.0,55,clear,OP1005,novice,EXC007,1.0,27.5,75.1,2026-06-05 08:05:53.944236
T231,grading,zone_c,64.8,44,cloudy,OP1001,expert,EXC007,1.0,22.7,25.5,2026-06-05 09:26:41.297047
T232,excavation,zone_c,95.9,64,cloudy,OP1001,expert,EXC007,1.0,33.0,38.5,2026-06-05 10:04:01.216122
T233,excavation,zone_c,131.0,88,cloudy,OP1007,expert,EXC007,1.0,45.3,48.4,2026-06-05 10:55:07.570970
T234,grading,zone_c,73.0,49,rain,OP1018,novice,EXC007,1.0,28.6,45.1,2026-06-05 11:50:11.967435
T235,trenching,zone_c,91.2,61,clear,OP1008,expert,EXC007,1.0,30.5,28.7,2026-06-05 12:44:56.693547
T236,excavation,zone_d,145.7,98,cloudy,OP1009,novice,EXC008,6.2,50.5,69.8,2026-06-05 07:00:00.000000
T237,grading,zone_d,64.7,44,clear,OP1011,intermediate,EXC008,6.2,22.0,29.9,2026-06-05 08:23:27.594332
T238,hauling,zone_d,48.6,33,cloudy,OP1006,expert,EXC008,6.2,17.0,39.5,2026-06-05 09:05:34.041439
T239,grading,zone_d,141.9,95,cloudy,OP1003,expert,EXC008,6.2,48.9,49.5,2026-06-05 09:55:03.789794
T240,hauling,zone_d,32.8,22,cloudy,OP1007,expert,EXC008,6.2,11.3,46.4,2026-06-05 10:55:22.134771
T241,grading,zone_d,99.2,67,rain,OP1004,intermediate,EXC008,6.2,38.9,48.0,2026-06-05 11:54:35.974690
T242,trenching,zone_a,98.3,66,cloudy,OP1017,intermediate,EXC001,5.5,34.0,42.7,2026-06-06 07:00:00.000000
T243,hauling,zone_a,84.8,57,cloudy,OP1014,expert,EXC001,5.5,29.4,48.2,2026-06-06 07:56:21.719883
T244,hauling,zone_a,71.8,48,clear,OP1007,expert,EXC001,5.5,24.0,51.9,2026-06-06 08:51:51.608361
T245,excavation,zone_a,179.1,120,clear,OP1003,expert,EXC001,5.5,60.0,51.4,2026-06-06 09:56:29.303484
T246,loading,zone_a,63.7,43,clear,OP1013,intermediate,EXC001,5.5,21.5,45.8,2026-06-06 10:54:52.315489
T247,trenching,zone_a,128.2,86,rain,OP1019,expert,EXC001,5.5,49.8,57.6,2026-06-06 11:53:29.031989
T248,excavation,zone_a,90.2,61,cloudy,OP1017,intermediate,EXC001,5.5,31.9,50.1,2026-06-06 13:02:46.300948
T249,hauling,zone_b,68.5,46,cloudy,OP1019,expert,EXC002,7.7,23.7,49.7,2026-06-06 07:00:00.000000
T250,trenching,zone_b,88.4,59,clear,OP1012,expert,EXC002,7.7,29.5,41.1,2026-06-06 08:01:28.219472
T251,grading,zone_b,127.5,85,clear,OP1002,intermediate,EXC002,7.7,42.5,58.7,2026-06-06 08:49:34.195124
T252,grading,zone_b,63.2,43,clear,OP1011,intermediate,EXC002,7.7,21.5,31.6,2026-06-06 10:01:34.994347
T253,excavation,zone_c,201.5,135,cloudy,OP1002,intermediate,EXC003,7.2,69.5,84.5,2026-06-06 07:00:00.000000
T254,trenching,zone_c,73.4,49,clear,OP1019,expert,EXC003,7.2,24.5,28.0,2026-06-06 08:30:54.661334
T255,loading,zone_c,100.4,67,clear,OP1016,novice,EXC003,7.2,33.5,54.4,2026-06-06 09:07:57.721040
T256,hauling,zone_c,58.6,40,clear,OP1019,expert,EXC003,7.2,20.0,61.6,2026-06-06 10:07:50.725853
T257,trenching,zone_c,123.2,83,rain,OP1013,intermediate,EXC003,7.2,49.0,65.8,2026-06-06 11:16:53.234864
T258,hauling,zone_c,33.7,23,cloudy,OP1004,intermediate,EXC003,7.2,12.0,32.2,2026-06-06 12:28:48.107585
T259,hauling,zone_c,55.1,37,cloudy,OP1011,intermediate,EXC003,7.2,19.4,49.0,2026-06-06 13:09:49.286441
T260,loading,zone_d,44.3,30,cloudy,OP1017,intermediate,EXC004,8.0,15.4,45.5,2026-06-06 07:00:00.000000
T261,excavation,zone_d,114.8,77,cloudy,OP1003,expert,EXC004,8.0,39.7,44.8,2026-06-06 07:55:05.285091
T262,grading,zone_d,66.4,45,clear,OP1006,expert,EXC004,8.0,22.5,29.1,2026-06-06 08:52:01.850865
T263,loading,zone_d,118.3,79,clear,OP1020,intermediate,EXC004,8.0,39.5,76.5,2026-06-06 09:26:53.348305
T264,hauling,zone_d,70.9,48,clear,OP1010,intermediate,EXC004,8.0,24.0,51.3,2026-06-06 10:48:39.611249
T265,excavation,zone_d,127.5,85,rain,OP1010,intermediate,EXC004,8.0,50.2,59.3,2026-06-06 11:52:25.352426
T266,grading,zone_d,147.5,99,cloudy,OP1006,expert,EXC004,8.0,51.8,57.3,2026-06-06 13:03:25.997789
T267,hauling,zone_a,45.0,30,cloudy,OP1010,intermediate,EXC005,1.5,15.4,64.1,2026-06-06 07:00:00.000000
T268,loading,zone_a,102.7,69,clear,OP1017,intermediate,EXC005,1.5,34.5,78.5,2026-06-06 08:13:57.210038
T269,hauling,zone_a,81.9,55,clear,OP1004,intermediate,EXC005,1.5,27.5,46.3,2026-06-06 09:37:59.925247
T270,hauling,zone_a,35.4,24,clear,OP1012,expert,EXC005,1.5,12.0,53.8,2026-06-06 10:31:59.506094
T271,grading,zone_a,127.9,86,rain,OP1003,expert,EXC005,1.5,50.8,49.9,2026-06-06 11:40:12.730699
T272,excavation,zone_a,102.7,69,cloudy,OP1016,novice,EXC005,1.5,35.9,49.8,2026-06-06 12:42:21.901880
T273,grading,zone_a,102.9,69,cloudy,OP1015,intermediate,EXC005,1.5,36.1,43.0,2026-06-06 13:39:51.231595
T274,excavation,zone_a,204.2,137,cloudy,OP1019,expert,EXC005,1.5,70.6,78.5,2026-06-06 14:36:09.824277
T275,hauling,zone_b,60.3,41,cloudy,OP1004,intermediate,EXC006,5.3,21.1,46.4,2026-06-06 07:00:00.000000
T276,loading,zone_b,66.0,44,cloudy,OP1009,novice,EXC006,5.3,22.7,74.3,2026-06-06 07:54:18.889195
T277,trenching,zone_b,70.6,48,clear,OP1001,expert,EXC006,5.3,24.0,28.2,2026-06-06 09:20:52.207836
T278,grading,zone_b,96.6,65,clear,OP1017,intermediate,EXC006,5.3,32.5,46.8,2026-06-06 10:00:38.226232
T279,grading,zone_b,138.0,92,rain,OP1005,novice,EXC006,5.3,53.1,98.6,2026-06-06 11:00:10.126732
T280,hauling,zone_b,58.8,40,cloudy,OP1005,novice,EXC006,5.3,20.8,75.5,2026-06-06 12:51:21.881953
T281,grading,zone_b,104.4,70,cloudy,OP1017,intermediate,EXC006,5.3,36.1,50.8,2026-06-06 14:20:35.839799
T282,grading,zone_b,122.3,82,clear,OP1006,expert,EXC006,5.3,41.0,44.0,2026-06-06 15:18:17.425511
T283,hauling,zone_c,50.1,34,cloudy,OP1014,expert,EXC007,1.0,17.5,36.7,2026-06-06 07:00:00.000000
T284,excavation,zone_c,125.3,84,cloudy,OP1004,intermediate,EXC007,1.0,43.3,55.1,2026-06-06 07:48:48.255125
T285,trenching,zone_c,119.4,80,clear,OP1019,expert,EXC007,1.0,40.0,43.2,2026-06-06 08:58:25.957316
T286,trenching,zone_c,86.4,58,clear,OP1001,expert,EXC007,1.0,29.0,29.8,2026-06-06 09:53:03.713631
T287,grading,zone_c,93.7,63,clear,OP1009,novice,EXC007,1.0,31.5,46.5,2026-06-06 10:37:40.177433
T288,grading,zone_c,106.6,72,rain,OP1013,intermediate,EXC007,1.0,42.5,50.6,2026-06-06 11:32:32.129850
T289,loading,zone_c,113.9,76,cloudy,OP1002,intermediate,EXC007,1.0,39.4,86.9,2026-06-06 12:32:41.584256
T290,hauling,zone_d,82.4,55,cloudy,OP1007,expert,EXC008,6.2,28.3,50.5,2026-06-06 07:00:00.000000
T291,loading,zone_d,45.9,31,cloudy,OP1006,expert,EXC008,6.2,16.0,58.2,2026-06-06 07:57:37.114811
T292,grading,zone_d,135.6,91,clear,OP1003,expert,EXC008,6.2,45.5,46.4,2026-06-06 09:07:45.384348
T293,grading,zone_d,103.2,69,clear,OP1018,novice,EXC008,6.2,34.5,47.9,2026-06-06 10:00:03.165349
T294,trenching,zone_a,99.1,67,clear,OP1004,intermediate,EXC001,5.5,33.5,41.3,2026-06-07 07:00:00.000000
T295,grading,zone_a,128.2,86,clear,OP1003,expert,EXC001,5.5,43.0,40.1,2026-06-07 07:52:38.355323
T296,loading,zone_a,68.3,46,clear,OP1018,novice,EXC001,5.5,23.0,51.4,2026-06-07 08:44:43.314824
T297,loading,zone_a,100.5,67,clear,OP1006,expert,EXC001,5.5,33.5,70.4,2026-06-07 09:48:27.129490
T298,loading,zone_a,102.3,69,clear,OP1012,expert,EXC001,5.5,34.5,72.5,2026-06-07 11:05:13.455371
T299,hauling,zone_a,60.2,41,clear,OP1016,novice,EXC001,5.5,20.5,47.1,2026-06-07 12:27:12.127301
T300,trenching,zone_a,104.5,70,rain,OP1001,expert,EXC001,5.5,40.6,44.4,2026-06-07 13:26:40.272976
T301,grading,zone_a,143.0,96,cloudy,OP1020,intermediate,EXC001,5.5,49.4,62.0,2026-06-07 14:21:20.385852
T302,trenching,zone_b,101.0,68,clear,OP1018,novice,EXC002,7.7,34.0,65.3,2026-06-07 07:00:00.000000
T303,excavation,zone_b,90.9,61,clear,OP1004,intermediate,EXC002,7.7,30.5,42.4,2026-06-07 08:13:55.103872
T304,hauling,zone_b,33.1,23,clear,OP1017,intermediate,EXC002,7.7,11.5,52.5,2026-06-07 09:05:15.972757
T305,hauling,zone_b,85.0,57,storm,OP1010,intermediate,EXC002,7.7,38.8,87.1,2026-06-07 10:03:44.117115
T306,loading,zone_b,102.4,69,clear,OP1019,expert,EXC002,7.7,34.5,68.6,2026-06-07 11:36:14.631857
T307,excavation,zone_c,133.7,90,clear,OP1005,novice,EXC003,7.2,45.0,82.1,2026-06-07 07:00:00.000000
T308,trenching,zone_c,126.2,85,clear,OP1013,intermediate,EXC003,7.2,42.5,51.7,2026-06-07 08:28:50.183378
T309,loading,zone_c,45.8,31,clear,OP1013,intermediate,EXC003,7.2,15.5,56.3,2026-06-07 09:27:06.494401
T310,trenching,zone_c,51.0,34,storm,OP1007,expert,EXC003,7.2,22.5,26.9,2026-06-07 10:35:50.087353
T311,loading,zone_d,109.6,74,clear,OP1011,intermediate,EXC004,8.0,37.0,59.4,2026-06-07 07:00:00.000000
T312,hauling,zone_d,64.5,43,clear,OP1013,intermediate,EXC004,8.0,21.5,51.5,2026-06-07 08:07:56.210266
T313,trenching,zone_d,128.5,86,clear,OP1006,expert,EXC004,8.0,43.0,41.0,2026-06-07 09:07:27.525881
T314,grading,zone_d,146.2,98,storm,OP1007,expert,EXC004,8.0,65.0,67.7,2026-06-07 10:02:17.301687
T315,trenching,zone_a,71.4,48,clear,OP1016,novice,EXC005,1.5,24.0,35.3,2026-06-07 07:00:00.000000
T316,grading,zone_a,102.6,69,clear,OP1013,intermediate,EXC005,1.5,34.5,48.1,2026-06-07 07:47:26.884331
T317,loading,zone_a,45.5,31,clear,OP1018,novice,EXC005,1.5,15.5,46.7,2026-06-07 08:49:52.200881
T318,loading,zone_a,86.7,58,clear,OP1016,novice,EXC005,1.5,29.0,74.4,2026-06-07 09:47:05.935983
T319,grading,zone_a,97.9,66,clear,OP1001,expert,EXC005,1.5,33.0,33.5,2026-06-07 11:11:57.544407
T320,trenching,zone_a,129.5,87,clear,OP1015,intermediate,EXC005,1.5,43.5,44.4,2026-06-07 11:58:37.860466
T321,grading,zone_a,117.4,79,clear,OP1002,intermediate,EXC005,1.5,39.5,50.7,2026-06-07 12:56:22.255704
T322,hauling,zone_a,43.5,29,rain,OP1016,novice,EXC005,1.5,16.8,62.1,2026-06-07 13:55:25.251971
T323,loading,zone_b,60.1,41,clear,OP1002,intermediate,EXC006,5.3,20.5,69.6,2026-06-07 07:00:00.000000
T324,trenching,zone_b,104.7,70,clear,OP1003,expert,EXC006,5.3,35.0,36.1,2026-06-07 08:22:27.955810
T325,hauling,zone_b,66.3,45,clear,OP1002,intermediate,EXC006,5.3,22.5,49.5,2026-06-07 09:10:55.091514
T326,loading,zone_b,63.1,43,storm,OP1002,intermediate,EXC006,5.3,28.7,63.6,2026-06-07 10:11:01.244706
T327,trenching,zone_c,129.0,86,clear,OP1009,novice,EXC007,1.0,43.0,60.3,2026-06-07 07:00:00.000000
T328,excavation,zone_c,140.3,94,clear,OP1015,intermediate,EXC007,1.0,47.0,55.9,2026-06-07 08:15:04.330829
T329,hauling,zone_c,82.6,56,clear,OP1006,expert,EXC007,1.0,28.0,65.6,2026-06-07 09:16:50.960984
T330,grading,zone_c,118.4,79,storm,OP1011,intermediate,EXC007,1.0,53.4,58.0,2026-06-07 10:32:13.801134
T331,loading,zone_c,98.9,66,clear,OP1003,expert,EXC007,1.0,33.0,56.1,2026-06-07 11:39:53.196076
T332,grading,zone_d,104.5,70,clear,OP1014,expert,EXC008,6.2,35.0,37.7,2026-06-07 07:00:00.000000
T333,hauling,zone_d,49.6,34,clear,OP1012,expert,EXC008,6.2,17.0,40.3,2026-06-07 07:45:12.579602
T334,hauling,zone_d,76.4,51,clear,OP1012,expert,EXC008,6.2,25.5,68.3,2026-06-07 08:34:56.770281
T335,loading,zone_d,48.7,33,clear,OP1015,intermediate,EXC008,6.2,16.5,37.7,2026-06-07 09:55:18.232863
T336,loading,zone_d,55.8,38,storm,OP1014,expert,EXC008,6.2,25.0,49.1,2026-06-07 10:40:17.841884
T337,loading,zone_d,106.9,72,clear,OP1015,intermediate,EXC008,6.2,36.0,51.7,2026-06-07 11:43:36.647643
T338,trenching,zone_d,115.2,77,clear,OP1019,expert,EXC008,6.2,38.5,43.2,2026-06-07 12:41:07.820267
T339,trenching,zone_a,93.4,63,cloudy,OP1015,intermediate,EXC001,5.5,32.4,37.8,2026-06-08 07:00:00.000000
T340,hauling,zone_a,89.4,60,cloudy,OP1002,intermediate,EXC001,5.5,30.9,66.7,2026-06-08 07:49:11.914386
T341,grading,zone_a,77.5,52,clear,OP1007,expert,EXC001,5.5,26.0,27.4,2026-06-08 09:06:11.616160
T342,grading,zone_a,87.9,59,clear,OP1005,novice,EXC001,5.5,29.5,54.7,2026-06-08 09:44:45.057067
T343,hauling,zone_a,75.8,51,cloudy,OP1011,intermediate,EXC001,5.5,26.3,67.3,2026-06-08 10:52:35.543151
T344,loading,zone_a,95.9,64,clear,OP1013,intermediate,EXC001,5.5,32.2,83.0,2026-06-08 12:14:43.839926
T345,excavation,zone_b,82.0,55,cloudy,OP1013,intermediate,EXC002,7.7,28.3,43.4,2026-06-08 07:00:00.000000
T346,trenching,zone_b,101.3,68,cloudy,OP1005,novice,EXC002,7.7,35.0,82.6,2026-06-08 07:52:42.325116
T347,loading,zone_b,40.6,28,clear,OP1016,novice,EXC002,7.7,14.0,59.6,2026-06-08 09:24:49.667457
T348,hauling,zone_b,41.7,28,cloudy,OP1012,expert,EXC002,7.7,14.4,61.5,2026-06-08 10:36:16.412293
T349,excavation,zone_b,101.1,68,clear,OP1006,expert,EXC002,7.7,34.0,44.6,2026-06-08 11:50:39.583812
T350,grading,zone_b,62.8,42,clear,OP1016,novice,EXC002,7.7,21.1,37.3,2026-06-08 12:42:34.410985
T351,grading,zone_c,122.9,82,cloudy,OP1008,expert,EXC003,7.2,42.2,40.2,2026-06-08 07:00:00.000000
T352,loading,zone_c,87.5,59,cloudy,OP1006,expert,EXC003,7.2,30.4,54.5,2026-06-08 07:47:32.026007
T353,trenching,zone_c,115.4,77,rain,OP1012,expert,EXC003,7.2,44.9,51.8,2026-06-08 08:52:32.774496
T354,loading,zone_c,93.3,63,clear,OP1009,novice,EXC003,7.2,31.5,69.1,2026-06-08 09:52:13.871358
T355,grading,zone_c,72.1,49,clear,OP1008,expert,EXC003,7.2,24.5,31.9,2026-06-08 11:10:53.195622
T356,trenching,zone_c,74.3,50,clear,OP1014,expert,EXC003,7.2,25.0,29.6,2026-06-08 11:54:05.842074
T357,grading,zone_c,146.9,98,clear,OP1018,novice,EXC003,7.2,49.3,74.5,2026-06-08 12:38:08.055648
T358,grading,zone_d,102.8,69,cloudy,OP1005,novice,EXC004,8.0,35.5,64.4,2026-06-08 07:00:00.000000
T359,hauling,zone_d,40.3,27,rain,OP1008,expert,EXC004,8.0,15.9,56.6,2026-06-08 08:09:31.635930
T360,hauling,zone_d,37.6,26,clear,OP1010,intermediate,EXC004,8.0,13.0,32.2,2026-06-08 09:13:35.981324
T361,loading,zone_d,114.1,77,clear,OP1018,novice,EXC004,8.0,38.5,88.9,2026-06-08 09:55:01.836279
T362,grading,zone_d,123.5,83,clear,OP1009,novice,EXC004,8.0,41.5,57.3,2026-06-08 11:36:10.139775
T363,trenching,zone_d,50.2,34,clear,OP1001,expert,EXC004,8.0,17.1,25.9,2026-06-08 12:40:06.329156
T364,grading,zone_d,138.9,93,cloudy,OP1007,expert,EXC004,8.0,47.9,54.5,2026-06-08 13:15:17.398638
T365,hauling,zone_d,89.7,60,rain,OP1016,novice,EXC004,8.0,34.7,87.2,2026-06-08 14:19:49.075455
T366,loading,zone_a,97.0,65,cloudy,OP1008,expert,EXC005,1.5,33.5,57.9,2026-06-08 07:00:00.000000
T367,loading,zone_a,58.5,39,rain,OP1011,intermediate,EXC005,1.5,22.9,41.1,2026-06-08 08:07:56.004265
T368,excavation,zone_a,196.1,131,clear,OP1010,intermediate,EXC005,1.5,65.5,77.8,2026-06-08 09:03:57.953387
T369,excavation,zone_a,149.6,100,cloudy,OP1013,intermediate,EXC005,1.5,51.5,63.5,2026-06-08 10:36:42.912405
T370,trenching,zone_a,94.7,64,clear,OP1019,expert,EXC005,1.5,32.0,37.6,2026-06-08 11:51:44.932844
T371,loading,zone_a,57.4,39,clear,OP1010,intermediate,EXC005,1.5,19.6,60.3,2026-06-08 12:35:05.591910
T372,loading,zone_b,75.6,51,cloudy,OP1014,expert,EXC006,5.3,26.3,55.4,2026-06-08 07:00:00.000000
T373,loading,zone_b,78.5,53,rain,OP1003,expert,EXC006,5.3,31.3,45.0,2026-06-08 08:08:41.087276
T374,grading,zone_b,78.0,52,clear,OP1004,intermediate,EXC006,5.3,26.0,38.0,2026-06-08 09:07:51.053757
T375,loading,zone_b,81.5,55,clear,OP1010,intermediate,EXC006,5.3,27.5,58.7,2026-06-08 09:52:52.711482
T376,hauling,zone_b,33.3,23,clear,OP1008,expert,EXC006,5.3,11.5,42.9,2026-06-08 11:01:46.493658
T377,hauling,zone_b,41.9,28,clear,OP1008,expert,EXC006,5.3,14.0,49.2,2026-06-08 11:52:17.555648
T378,grading,zone_b,111.4,75,clear,OP1006,expert,EXC006,5.3,37.8,42.6,2026-06-08 12:51:57.989475
T379,loading,zone_c,73.2,49,cloudy,OP1010,intermediate,EXC007,1.0,25.2,59.5,2026-06-08 07:00:00.000000
T380,trenching,zone_c,62.1,42,rain,OP1020,intermediate,EXC007,1.0,24.6,32.6,2026-06-08 08:13:51.016082
T381,loading,zone_c,43.6,30,rain,OP1002,intermediate,EXC007,1.0,17.5,42.2,2026-06-08 08:59:23.006909
T382,loading,zone_c,74.7,50,clear,OP1001,expert,EXC007,1.0,25.0,58.8,2026-06-08 09:53:48.275597
T383,loading,zone_c,93.4,63,clear,OP1017,intermediate,EXC007,1.0,31.5,63.9,2026-06-08 11:01:21.161832
T384,excavation,zone_d,137.0,92,cloudy,OP1013,intermediate,EXC008,6.2,47.4,58.1,2026-06-08 07:00:00.000000
T385,trenching,zone_d,75.1,51,rain,OP1007,expert,EXC008,6.2,29.7,36.0,2026-06-08 08:08:58.288125
T386,trenching,zone_d,118.7,80,rain,OP1007,expert,EXC008,6.2,46.5,48.7,2026-06-08 08:52:26.173008
T387,loading,zone_d,105.7,71,clear,OP1008,expert,EXC008,6.2,35.5,74.1,2026-06-08 09:55:42.959133
T388,trenching,zone_d,87.0,58,clear,OP1008,expert,EXC008,6.2,29.0,32.6,2026-06-08 11:17:19.957824
T389,hauling,zone_d,90.0,60,clear,OP1015,intermediate,EXC008,6.2,30.2,76.3,2026-06-08 12:02:57.166811
T390,trenching,zone_a,117.8,79,clear,OP1012,expert,EXC001,5.5,39.5,39.4,2026-06-09 07:00:00.000000
T391,loading,zone_a,68.4,46,clear,OP1020,intermediate,EXC001,5.5,23.0,45.5,2026-06-09 07:53:24.332725
T392,trenching,zone_a,105.8,71,cloudy,OP1017,intermediate,EXC001,5.5,36.6,50.0,2026-06-09 08:45:27.444928
T393,loading,zone_a,109.4,73,clear,OP1010,intermediate,EXC001,5.5,36.5,83.1,2026-06-09 09:49:15.433860
T394,grading,zone_a,97.2,65,clear,OP1016,novice,EXC001,5.5,32.5,44.8,2026-06-09 11:22:40.503990
T395,grading,zone_a,70.5,47,cloudy,OP1014,expert,EXC001,5.5,24.2,28.2,2026-06-09 12:17:33.076373
T396,trenching,zone_a,129.0,86,cloudy,OP1009,novice,EXC001,5.5,44.3,59.6,2026-06-09 12:53:20.725753
T397,grading,zone_b,145.6,98,clear,OP1012,expert,EXC002,7.7,49.0,64.0,2026-06-09 07:00:00.000000
T398,grading,zone_b,89.5,60,cloudy,OP1007,expert,EXC002,7.7,30.9,42.8,2026-06-09 08:15:43.449670
T399,hauling,zone_b,42.6,29,clear,OP1013,intermediate,EXC002,7.7,14.5,54.9,2026-06-09 09:12:34.940085
T400,grading,zone_b,89.6,60,rain,OP1020,intermediate,EXC002,7.7,35.1,54.7,2026-06-09 10:14:11.756219
T401,hauling,zone_b,71.5,48,clear,OP1017,intermediate,EXC002,7.7,24.0,66.3,2026-06-09 11:23:21.752462
T402,trenching,zone_b,56.2,38,cloudy,OP1020,intermediate,EXC002,7.7,19.6,33.6,2026-06-09 12:39:33.291627
T403,trenching,zone_b,104.5,70,clear,OP1019,expert,EXC002,7.7,35.0,50.1,2026-06-09 13:20:19.554982
T404,trenching,zone_b,70.5,47,clear,OP1001,expert,EXC002,7.7,23.5,35.7,2026-06-09 14:17:31.124274
T405,loading,zone_c,67.0,45,clear,OP1006,expert,EXC003,7.2,22.5,54.7,2026-06-09 07:00:00.000000
T406,excavation,zone_c,207.0,138,cloudy,OP1019,expert,EXC003,7.2,71.1,73.4,2026-06-09 08:08:32.356622
T407,excavation,zone_c,168.2,113,clear,OP1002,intermediate,EXC003,7.2,56.5,68.3,2026-06-09 09:31:05.411847
T408,hauling,zone_c,44.1,30,rain,OP1012,expert,EXC003,7.2,17.5,43.4,2026-06-09 10:51:23.700925
T409,grading,zone_c,94.9,64,clear,OP1017,intermediate,EXC003,7.2,32.0,38.0,2026-06-09 11:47:55.036421
T410,hauling,zone_c,39.6,27,cloudy,OP1015,intermediate,EXC003,7.2,13.9,44.8,2026-06-09 12:32:16.212395
T411,excavation,zone_c,113.7,76,clear,OP1016,novice,EXC003,7.2,38.0,57.5,2026-06-09 13:26:07.092352
T412,loading,zone_d,43.1,29,clear,OP1017,intermediate,EXC004,8.0,14.5,33.3,2026-06-09 07:00:00.000000
T413,excavation,zone_d,193.8,130,clear,OP1013,intermediate,EXC004,8.0,65.0,78.0,2026-06-09 07:46:54.163259
T414,hauling,zone_d,30.6,21,clear,OP1001,expert,EXC004,8.0,10.5,32.9,2026-06-09 09:19:34.820494
T415,grading,zone_d,103.3,69,rain,OP1001,expert,EXC004,8.0,40.0,42.2,2026-06-09 10:04:11.293648
T416,hauling,zone_d,88.2,59,rain,OP1008,expert,EXC004,8.0,34.7,74.8,2026-06-09 10:57:12.520779
T417,excavation,zone_d,193.0,129,cloudy,OP1020,intermediate,EXC004,8.0,66.4,75.5,2026-06-09 12:23:20.580424
T418,grading,zone_a,136.6,92,clear,OP1010,intermediate,EXC005,1.5,46.0,55.3,2026-06-09 07:00:00.000000
T419,loading,zone_a,78.8,53,cloudy,OP1019,expert,EXC005,1.5,27.3,48.3,2026-06-09 08:02:39.212524
T420,hauling,zone_a,72.9,49,clear,OP1008,expert,EXC005,1.5,24.5,53.7,2026-06-09 09:03:30.055691
T421,hauling,zone_a,34.8,24,rain,OP1002,intermediate,EXC005,1.5,14.0,46.1,2026-06-09 10:08:53.574023
T422,trenching,zone_b,74.1,50,clear,OP1016,novice,EXC006,5.3,25.0,33.2,2026-06-09 07:00:00.000000
T423,loading,zone_b,91.1,61,clear,OP1013,intermediate,EXC006,5.3,30.5,83.9,2026-06-09 07:40:38.620534
T424,excavation,zone_b,171.0,114,clear,OP1003,expert,EXC006,5.3,57.0,58.6,2026-06-09 09:14:09.745730
T425,hauling,zone_b,72.9,49,rain,OP1004,intermediate,EXC006,5.3,28.4,69.6,2026-06-09 10:18:23.982311
T426,trenching,zone_c,100.2,67,clear,OP1012,expert,EXC007,1.0,33.5,39.2,2026-06-09 07:00:00.000000
T427,excavation,zone_c,168.2,113,clear,OP1012,expert,EXC007,1.0,56.5,63.5,2026-06-09 07:44:44.600598
T428,grading,zone_c,138.6,93,cloudy,OP1005,novice,EXC007,1.0,47.9,81.3,2026-06-09 08:53:54.528637
T429,grading,zone_c,94.2,63,rain,OP1011,intermediate,EXC007,1.0,37.0,40.9,2026-06-09 10:25:05.180200
T430,grading,zone_c,146.6,98,clear,OP1007,expert,EXC007,1.0,49.0,48.9,2026-06-09 11:18:07.733289
T431,hauling,zone_d,69.2,47,clear,OP1004,intermediate,EXC008,6.2,23.5,57.4,2026-06-09 07:00:00.000000
T432,loading,zone_d,54.0,36,cloudy,OP1006,expert,EXC008,6.2,18.5,43.2,2026-06-09 08:10:49.196394
T433,hauling,zone_d,82.7,56,clear,OP1005,novice,EXC008,6.2,28.0,71.8,2026-06-09 09:08:39.835393
T434,excavation,zone_d,108.3,73,rain,OP1017,intermediate,EXC008,6.2,43.0,56.9,2026-06-09 10:34:08.240793
T435,loading,zone_d,68.0,46,clear,OP1013,intermediate,EXC008,6.2,23.0,45.8,2026-06-09 11:44:47.536130
T436,hauling,zone_a,85.7,58,clear,OP1010,intermediate,EXC001,5.5,29.0,69.1,2026-06-10 07:00:00.000000
T437,hauling,zone_a,48.6,33,clear,OP1003,expert,EXC001,5.5,16.5,51.2,2026-06-10 08:21:22.210227
T438,loading,zone_a,101.7,68,clear,OP1003,expert,EXC001,5.5,34.0,64.3,2026-06-10 09:26:20.916343
T439,loading,zone_a,109.2,73,cloudy,OP1004,intermediate,EXC001,5.5,37.6,72.3,2026-06-10 10:43:09.840843
T440,loading,zone_b,74.1,50,clear,OP1018,novice,EXC002,7.7,25.0,90.7,2026-06-10 07:00:00.000000
T441,trenching,zone_b,67.0,45,clear,OP1011,intermediate,EXC002,7.7,22.5,30.5,2026-06-10 08:43:10.443517
